Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.173233	0.165808	0.00741916	5.38839e-06	0.769614	0.736629	0.0329607	2.39387e-05	5.3586e-06	2.38064e-05	
2	0.0920568	0.0834667	0.00857876	1.13375e-05	0.408976	0.370813	0.0381124	5.03686e-05	1.13077e-05	5.02364e-05	
3	0.0962162	0.081769	0.0144233	2.38628e-05	0.427455	0.363271	0.0640779	0.000106014	5.33573e-05	0.000237048	
4	0.0574024	0.0574024	0	0	0.255019	0.255019	0	0	0	0	
5	0.110903	0.106219	0.00468463	7.36951e-08	0.492707	0.471894	0.0208121	3.27401e-07	7.01009e-08	3.11434e-07	
6	0.0911125	0.0894672	0.00164449	7.98712e-07	0.404781	0.397471	0.00730592	3.5484e-06	7.68863e-07	3.41579e-06	
7	0.0867158	0.0861698	0.000545199	8.29077e-07	0.385248	0.382822	0.00242213	3.6833e-06	7.99235e-07	3.55072e-06	
8	0.122565	0.102977	0.0195235	6.45237e-05	0.544517	0.457494	0.0867364	0.000286656	6.44928e-05	0.000286519	
9	0.0885316	0.0865989	0.0019278	4.92564e-06	0.393315	0.384729	0.00856455	2.18829e-05	4.89581e-06	2.17504e-05	
10	0.0599824	0.0593267	0.000655698	0	0.266481	0.263568	0.00291303	0	0	0	
11	0.0861303	0.079187	0.00694327	0	0.382647	0.3518	0.0308465	0	0	0	
12	0.095903	0.0945681	0.00133148	3.41696e-06	0.426064	0.420133	0.00591534	1.51803e-05	3.42412e-06	1.52121e-05	
13	0.103176	0.103176	0	0	0.458377	0.458377	0	0	0	0	
14	0.0838194	0.0835613	0.00025807	0	0.37238	0.371234	0.00114651	0	0	0	
15	0.0945623	0.0928967	0.00166529	3.42748e-07	0.420107	0.412708	0.00739833	1.52271e-06	3.12896e-07	1.39009e-06	
16	0.073424	0.073424	0	0	0.326197	0.326197	0	0	0	0	
17	0.0876839	0.0846551	0.00302833	5.32004e-07	0.389549	0.376093	0.0134538	2.36351e-06	3.01299e-06	1.33857e-05	
18	0.0726456	0.0722924	0.00035314	0	0.322739	0.32117	0.00156887	0	0	0	
19	0.0879933	0.0844679	0.00352379	1.69836e-06	0.390924	0.375261	0.0156549	7.54523e-06	1.97745e-06	8.78513e-06	
20	0.0592375	0.0592375	0	0	0.263171	0.263171	0	0	0	0	
21	0.0851095	0.081911	0.00319293	5.60983e-06	0.378112	0.363902	0.0141851	2.49225e-05	5.59724e-06	2.48666e-05	
22	0.0895353	0.087743	0.00179229	0	0.397774	0.389811	0.00796255	0	0	0	
23	0.0981662	0.0951508	0.00301036	5.0541e-06	0.436118	0.422722	0.013374	2.24536e-05	5.97423e-06	2.65414e-05	
24	0.0672459	0.0652202	0.0020257	0	0.29875	0.289751	0.00899948	0	0	0	
