Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.174117	0.166921	0.00719654	3.85892e-08	0.768388	0.736629	0.0317586	1.70295e-07	1.73641e-08	7.66285e-08	
2	0.0911616	0.0840269	0.00713466	0	0.402299	0.370813	0.0314855	0	0	0	
3	0.0915597	0.0823179	0.00921843	2.34175e-05	0.404056	0.363271	0.0406812	0.000103342	2.34864e-05	0.000103646	
4	0.0577877	0.0577877	0	0	0.255019	0.255019	0	0	0	0	
5	0.107183	0.106932	0.000251566	5.46013e-08	0.473004	0.471894	0.00111017	2.40957e-07	3.3652e-08	1.48507e-07	
6	0.090614	0.0900677	0.000546296	0	0.399882	0.397471	0.00241082	0	0	0	
7	0.0869626	0.0867481	0.000214453	0	0.383769	0.382822	0.000946392	0	0	0	
8	0.122179	0.103668	0.0185106	0	0.539182	0.457494	0.081688	0	0	0	
9	0.087435	0.0871801	0.000254873	0	0.385853	0.384729	0.00112476	0	0	0	
10	0.0614236	0.0597249	0.00168683	1.18552e-05	0.271064	0.263568	0.00744407	5.23178e-05	1.18531e-05	5.23083e-05	
11	0.0854389	0.0797185	0.00572041	0	0.377045	0.3518	0.0252443	0	0	0	
12	0.0954313	0.0952028	0.000228448	0	0.421141	0.420133	0.00100814	0	0	0	
13	0.103868	0.103868	0	0	0.458377	0.458377	0	0	0	0	
14	0.084377	0.0841222	0.000254873	0	0.372359	0.371234	0.00112476	0	0	0	
15	0.0942809	0.0935202	0.000760749	0	0.416065	0.412708	0.00335721	0	0	0	
16	0.0739168	0.0739168	0	0	0.326197	0.326197	0	0	0	0	
17	0.0868413	0.0852233	0.00161576	2.31949e-06	0.383233	0.376093	0.00713043	1.0236e-05	2.29832e-06	1.01425e-05	
18	0.0737946	0.0727776	0.00101693	0	0.325658	0.32117	0.00448775	0	0	0	
19	0.0867681	0.0850348	0.00172964	3.69816e-06	0.38291	0.375261	0.00763296	1.63201e-05	3.67699e-06	1.62266e-05	
20	0.0596351	0.0596351	0	0	0.263171	0.263171	0	0	0	0	
21	0.0848414	0.0824608	0.00238059	0	0.374408	0.363902	0.0105056	0	0	0	
22	0.0892948	0.0883319	0.000962877	0	0.394061	0.389811	0.00424921	0	0	0	
23	0.09817	0.0957894	0.00238059	0	0.433227	0.422722	0.0105056	0	0	0	
24	0.0656579	0.0656579	0	0	0.289751	0.289751	0	0	0	0	
25	0.121531	0.116539	0.004992	5.11044e-07	0.536324	0.514291	0.0220299	2.25525e-06	4.8988e-07	2.16185e-06	
26	0.0859805	0.0850176	0.000962877	0	0.379435	0.375185	0.00424921	0	0	0	
27	0.0829168	0.0768997	0.00593787	7.91898e-05	0.365914	0.339361	0.026204	0.000349467	7.95613e-05	0.000351106	
28	0.0626562	0.0626562	0	0	0.276504	0.276504	0	0	0	0	
29	0.102529	0.102158	0.000370764	0	0.452466	0.450829	0.00163619	0	0	0	
30	0.168381	0.150144	0.0181557	8.10988e-05	0.743071	0.662592	0.0801219	0.000357892	8.5706e-05	0.000378223	
31	0.139996	0.139625	0.000370764	0	0.61781	0.616173	0.00163619	0	0	0	
32	0.145047	0.140093	0.00495459	0	0.640101	0.618236	0.0218647	0	0	0	
33	0.0776317	0.0773184	0.000313249	0	0.342591	0.341209	0.00138237	0	0	0	
34	0.104916	0.0980055	0.00691072	0	0.462999	0.432502	0.0304972	0	0	0	
35	0.0689201	0.0614989	0.00742124	0	0.304147	0.271396	0.0327502	0	0	0	
36	0.0818719	0.0818719	0	0	0.361303	0.361303	0	0	0	0	
37	0.171603	0.0958181	0.0753427	0.000442603	0.757292	0.422848	0.33249	0.00195322	0.00478343	0.0211094	
38	0.0807393	0.079105	0.00163428	7.02223e-08	0.356305	0.349093	0.00721214	3.09893e-07	4.89758e-08	2.16132e-07	
39	0.0908935	0.0846386	0.00623929	1.57212e-05	0.401116	0.373513	0.0275342	6.93783e-05	1.56998e-05	6.92841e-05	
40	0.10184	0.10184	0	0	0.449424	0.449424	0	0	0	0	
41	0.0974663	0.0967708	0.000694439	1.11613e-06	0.430122	0.427053	0.00306458	4.92555e-06	1.09491e-06	4.83189e-06	
42	0.0750808	0.0745866	0.000494174	0	0.331334	0.329153	0.0021808	0	0	0	
43	0.058822	0.0558176	0.00300447	0	0.259583	0.246325	0.0132588	0	0	0	
44	0.0653148	0.0651689	0.000145953	0	0.288236	0.287592	0.000644096	0	0	0	
45	0.057624	0.0525977	0.00502635	0	0.254296	0.232115	0.0221814	0	0	0	
46	0.0944699	0.0858726	0.00859737	0	0.416899	0.378958	0.0379405	0	0	0	
47	0.136461	0.136031	0.00042988	0	0.602209	0.600312	0.00189707	0	0	0	
48	0.105815	0.0857758	0.0199541	8.51414e-05	0.466965	0.378531	0.0880582	0.000375732	9.90053e-05	0.000436914	
49	0.168506	0.159759	0.00874405	2.62955e-06	0.743624	0.705025	0.0385878	1.16043e-05	3.46936e-06	1.53104e-05	
50	0.097172	0.0961066	0.00106266	2.72039e-06	0.428823	0.424122	0.00468958	1.20051e-05	2.69921e-06	1.19117e-05	
51	0.0854153	0.0854153	0	0	0.376941	0.376941	0	0	0	0	
52	0.0776325	0.076909	0.000723083	3.60161e-07	0.342594	0.339402	0.00319099	1.5894e-06	3.38947e-07	1.49578e-06	
53	0.0958053	0.0958053	0	0	0.422792	0.422792	0	0	0	0	
54	0.0918357	0.0915591	0.000276576	0	0.405274	0.404053	0.00122053	0	0	0	
55	0.0972208	0.0935866	0.00363423	0	0.429038	0.413	0.0160379	0	0	0	
56	0.117004	0.113046	0.00395723	0	0.516342	0.498879	0.0174634	0	0	0	
57	0.101679	0.101679	0	0	0.448712	0.448712	0	0	0	0	
58	0.121699	0.0921688	0.0294875	4.27274e-05	0.537062	0.406744	0.130129	0.000188557	0.000165801	0.000731688	
59	0.175113	0.113094	0.061927	9.21353e-05	0.77278	0.499087	0.273286	0.000406596	0.000110826	0.00048908	
60	0.0742903	0.0742903	0	0	0.327845	0.327845	0	0	0	0	
61	0.0887194	0.0879539	0.000765471	0	0.391521	0.388143	0.00337805	0	0	0	
62	0.0983103	0.0942946	0.0040135	2.2712e-06	0.433847	0.416125	0.0177117	1.00228e-05	2.2499e-06	9.9289e-06	
63	0.113498	0.0947838	0.0186742	4.06217e-05	0.500873	0.418284	0.08241	0.000179265	4.76914e-05	0.000210464	
64	0.0990518	0.0977163	0.00133546	0	0.437119	0.431225	0.00589345	0	0	0	
65	0.106599	0.10352	0.00307918	2.59204e-07	0.470427	0.456837	0.0135885	1.14387e-06	2.37931e-07	1.05e-06	
66	0.112904	0.101857	0.0110468	0	0.498251	0.449501	0.0487501	0	0	0	
67	0.159774	0.138601	0.0211561	1.69715e-05	0.705092	0.611654	0.0933626	7.48958e-05	5.65262e-05	0.000249452	
68	0.104185	0.080599	0.0235742	1.18818e-05	0.459772	0.355686	0.104034	5.2435e-05	1.18607e-05	5.23417e-05	
69	0.115441	0.114797	0.00064382	4.03404e-07	0.509446	0.506603	0.0028412	1.78023e-06	3.82177e-07	1.68656e-06	
70	0.077048	0.077048	0	0	0.340015	0.340015	0	0	0	0	
71	0.0607385	0.0445897	0.0161247	2.40485e-05	0.268041	0.196775	0.0711592	0.000106127	7.9201e-05	0.000349517	
72	0.15328	0.130652	0.0226197	7.59148e-06	0.67643	0.576575	0.0998217	3.35014e-05	2.23509e-05	9.86356e-05	
73	0.0781658	0.0602014	0.0179378	2.65533e-05	0.344948	0.265671	0.0791603	0.000117181	2.75525e-05	0.00012159	
