Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.173035	0.165603	0.00743256	2.94185e-08	0.769691	0.736629	0.0330612	1.30858e-07	6.53527e-09	2.90699e-08	
2	0.0911121	0.0833635	0.00774342	5.2109e-06	0.405281	0.370813	0.0344439	2.31789e-05	5.18817e-06	2.30778e-05	
3	0.0929154	0.0816679	0.0112448	2.74416e-06	0.413302	0.363271	0.0500187	1.22064e-05	3.62002e-06	1.61024e-05	
4	0.0573314	0.0573314	0	0	0.255019	0.255019	0	0	0	0	
5	0.111463	0.106087	0.00537527	2.104e-07	0.495805	0.471894	0.02391	9.35895e-07	3.74722e-07	1.66682e-06	
6	0.0903361	0.0893565	0.000979524	1.25531e-07	0.401829	0.397471	0.00435707	5.58384e-07	1.02596e-07	4.56366e-07	
7	0.0867335	0.0860632	0.000669798	5.18571e-07	0.385804	0.382822	0.00297936	2.30668e-06	5.06092e-07	2.25118e-06	
8	0.123546	0.10285	0.0206963	0	0.549555	0.457494	0.0920607	0	0	0	
9	0.0884173	0.0864918	0.00192551	0	0.393294	0.384729	0.008565	0	0	0	
10	0.0614251	0.0592533	0.00216405	7.78072e-06	0.273228	0.263568	0.00962603	3.46098e-05	8.24648e-06	3.66816e-05	
11	0.0854424	0.079089	0.00635335	0	0.380061	0.3518	0.0282607	0	0	0	
12	0.0970797	0.0944511	0.00262806	5.2307e-07	0.431825	0.420133	0.01169	2.32669e-06	5.00086e-07	2.22446e-06	
13	0.103048	0.103048	0	0	0.458377	0.458377	0	0	0	0	
14	0.083458	0.083458	0	0	0.371234	0.371234	0	0	0	0	
15	0.094071	0.0927818	0.00128807	1.16551e-06	0.418442	0.412708	0.00572954	5.1844e-06	1.14258e-06	5.08239e-06	
16	0.0733332	0.0733332	0	0	0.326197	0.326197	0	0	0	0	
17	0.086427	0.0845504	0.00187661	0	0.38444	0.376093	0.00834749	0	0	0	
18	0.0740222	0.072203	0.00181919	0	0.329262	0.32117	0.00809204	0	0	0	
19	0.0870326	0.0843634	0.00266919	0	0.387134	0.375261	0.0118729	0	0	0	
20	0.0592808	0.0591642	0.000116595	0	0.26369	0.263171	0.000518635	0	0	0	
21	0.0862674	0.0818097	0.00445777	0	0.383731	0.363902	0.0198288	0	0	0	
22	0.0900342	0.0876344	0.00239497	4.78358e-06	0.400486	0.389811	0.0106532	2.12781e-05	4.76066e-06	2.11761e-05	
23	0.100162	0.0950331	0.00512277	6.71998e-06	0.445538	0.422722	0.0227868	2.98915e-05	7.35273e-06	3.2706e-05	
24	0.0651395	0.0651395	0	0	0.289751	0.289751	0	0	0	0	
25	0.121152	0.115619	0.00552892	4.80694e-06	0.538906	0.514291	0.0245935	2.1382e-05	4.82532e-06	2.14637e-05	
26	0.0860287	0.0843463	0.00168235	0	0.382669	0.375185	0.00748337	0	0	0	
27	0.0859569	0.0762925	0.00947543	0.000188913	0.382349	0.339361	0.0421482	0.000840318	0.000191337	0.000851101	
28	0.0621615	0.0621615	0	0	0.276504	0.276504	0	0	0	0	
29	0.10782	0.101352	0.00646793	0	0.4796	0.450829	0.0287703	0	0	0	
30	0.170445	0.148958	0.0213717	0.00011527	0.758169	0.662592	0.0950649	0.000512741	0.00011577	0.000514965	
31	0.144532	0.138523	0.00600823	6.72051e-07	0.642902	0.616173	0.0267255	2.98938e-06	6.49282e-07	2.8881e-06	
32	0.144357	0.138987	0.00536952	5.69177e-07	0.642123	0.618236	0.0238845	2.53178e-06	5.46068e-07	2.42899e-06	
33	0.07841	0.0767079	0.00170208	0	0.34878	0.341209	0.00757113	0	0	0	
34	0.104675	0.0972317	0.00744184	1.55771e-06	0.465611	0.432502	0.0331024	6.92895e-06	3.35851e-06	1.49391e-05	
35	0.0730514	0.0610133	0.0120381	0	0.324944	0.271396	0.0535476	0	0	0	
36	0.0838008	0.0812254	0.00257538	0	0.372759	0.361303	0.0114556	0	0	0	
37	0.17105	0.0950616	0.0748573	0.00113165	0.760859	0.422848	0.332976	0.00503376	0.00592053	0.0263354	
38	0.0795323	0.0784804	0.00105188	8.69517e-08	0.353772	0.349093	0.00467893	3.86774e-07	8.42174e-08	3.74612e-07	
39	0.0892957	0.0839703	0.00532298	2.48808e-06	0.397201	0.373513	0.0236774	1.10674e-05	3.05679e-06	1.35971e-05	
40	0.102803	0.101036	0.00176629	8.40255e-07	0.457284	0.449424	0.00785676	3.73758e-06	8.19649e-07	3.64593e-06	
41	0.100347	0.0960067	0.004341	0	0.446362	0.427053	0.0193094	0	0	0	
42	0.0746961	0.0739977	0.000698424	0	0.33226	0.329153	0.0031067	0	0	0	
43	0.0604519	0.0553768	0.00507504	0	0.268899	0.246325	0.0225745	0	0	0	
44	0.0655237	0.0646543	0.00086942	0	0.29146	0.287592	0.00386731	0	0	0	
45	0.0579115	0.0521824	0.00572394	5.23272e-06	0.257599	0.232115	0.025461	2.32759e-05	7.78756e-06	3.46403e-05	
46	0.093431	0.0851945	0.00823556	9.40701e-07	0.415595	0.378958	0.036633	4.18438e-06	1.12567e-06	5.00716e-06	
47	0.136027	0.134957	0.00106998	0	0.605071	0.600312	0.00475947	0	0	0	
48	0.105489	0.0850985	0.020391	0	0.469234	0.378531	0.0907026	0	0	0	
49	0.169474	0.158498	0.0109651	1.11548e-05	0.753849	0.705025	0.0487748	4.96184e-05	1.61221e-05	7.17136e-05	
50	0.100885	0.0953478	0.00553253	4.66672e-06	0.448752	0.424122	0.0246095	2.07583e-05	9.42282e-06	4.19141e-05	
51	0.084744	0.0847409	3.09753e-06	0	0.376954	0.376941	1.37783e-05	0	0	0	
52	0.0784405	0.0763018	0.00213873	0	0.348915	0.339402	0.00951342	0	0	0	
53	0.09713	0.0950489	0.00207571	5.50052e-06	0.432049	0.422792	0.0092331	2.44671e-05	5.78488e-06	2.5732e-05	
54	0.0931248	0.0908362	0.00228844	1.24824e-07	0.414233	0.404053	0.0101793	5.55239e-07	1.02601e-07	4.56387e-07	
55	0.0974236	0.0928476	0.00457601	0	0.433355	0.413	0.0203548	0	0	0	
56	0.120729	0.112154	0.00857568	0	0.537025	0.498879	0.038146	0	0	0	
57	0.10218	0.100876	0.00130352	3.32676e-07	0.454512	0.448712	0.00579827	1.47979e-06	5.71114e-07	2.5404e-06	
58	0.122285	0.0914411	0.0308362	7.92021e-06	0.543943	0.406744	0.137164	3.52303e-05	2.34219e-05	0.000104184	
59	0.17378	0.112201	0.0615454	3.39415e-05	0.773002	0.499087	0.273763	0.000150977	8.4935e-05	0.000377804	
60	0.074762	0.0737037	0.00105826	0	0.332553	0.327845	0.00470732	0	0	0	
61	0.0874709	0.0872595	0.000211396	3.94358e-08	0.389084	0.388143	0.000940326	1.75417e-07	1.66098e-08	7.38832e-08	
62	0.0995808	0.0935501	0.00602534	5.37459e-06	0.44295	0.416125	0.0268016	2.3907e-05	6.5086e-06	2.89512e-05	
63	0.121055	0.0940354	0.0270063	1.40467e-05	0.538475	0.418284	0.120128	6.24819e-05	3.79295e-05	0.000168716	
64	0.098804	0.0969448	0.00185689	2.35185e-06	0.439495	0.431225	0.00825973	1.04614e-05	2.32886e-06	1.03591e-05	
65	0.111262	0.102702	0.00854468	1.54299e-05	0.494914	0.456837	0.038008	6.86349e-05	1.83195e-05	8.14883e-05	
66	0.112244	0.101053	0.0111906	0	0.499279	0.449501	0.0497775	0	0	0	
67	0.166213	0.137507	0.0286403	6.56563e-05	0.739343	0.611654	0.127396	0.000292049	0.000100655	0.00044773	
68	0.105766	0.0799626	0.0257751	2.87917e-05	0.470466	0.355686	0.114651	0.00012807	4.52355e-05	0.000201214	
69	0.115608	0.11389	0.00171723	3.36201e-07	0.514243	0.506603	0.00763852	1.49547e-06	4.16621e-07	1.85319e-06	
70	0.0780135	0.0764397	0.00157381	0	0.347016	0.340015	0.00700055	0	0	0	
71	0.0663966	0.0442376	0.0221589	0	0.295342	0.196775	0.0985666	0	0	0	
72	0.167484	0.129621	0.0378119	5.14434e-05	0.744997	0.576575	0.168193	0.000228828	7.98008e-05	0.000354966	
73	0.0774571	0.0597261	0.017731	0	0.344541	0.265671	0.0788703	0	0	0	
74	0.141908	0.106105	0.0356497	0.000153503	0.631231	0.471973	0.158575	0.000682807	0.000183447	0.000816003	
75	0.185425	0.142964	0.04196	0.000501335	0.824802	0.635927	0.186644	0.00223001	0.000614976	0.00273551	
76	0.151254	0.140416	0.0107347	0.000103643	0.672803	0.624593	0.0477498	0.00046102	0.000105645	0.000469926	
77	0.0892068	0.0890373	0.000169485	0	0.396806	0.396052	0.000753899	0	0	0	
78	0.144123	0.0980813	0.0460019	4.00229e-05	0.641083	0.436281	0.204624	0.000178028	4.49132e-05	0.000199781	
79	0.159086	0.136139	0.0228726	7.41942e-05	0.707639	0.605568	0.101741	0.000330027	0.000133326	0.000593056	
80	0.138074	0.124331	0.0137207	2.30919e-05	0.614179	0.553044	0.061032	0.000102716	3.59336e-05	0.000159838	
81	0.108372	0.105512	0.00285971	0	0.482058	0.469337	0.0127204	0	0	0	
82	0.239323	0.160038	0.0784343	0.000850331	1.06454	0.711875	0.348888	0.0037824	0.00130794	0.00581796	
83	0.160072	0.124324	0.0356389	0.000109583	0.712027	0.553012	0.158527	0.000487444	0.000111786	0.000497244	
84	0.116065	0.0955162	0.0205495	0	0.516279	0.424871	0.0914076	0	0	0	
85	0.136692	0.100403	0.0362896	0	0.608031	0.446609	0.161422	0	0	0	
86	0.16841	0.145192	0.0230274	0.000190296	0.749115	0.645839	0.102429	0.000846467	0.000254947	0.00113404	
87	0.0821998	0.0770661	0.00513375	0	0.365637	0.342802	0.0228357	0	0	0	
88	0.0826971	0.0810612	0.00163528	6.25996e-07	0.367849	0.360573	0.00727401	2.78453e-06	6.03076e-07	2.68257e-06	
89	0.0768545	0.076419	0.000435475	0	0.34186	0.339923	0.00193706	0	0	0	
90	0.108573	0.0981137	0.0104556	4.61849e-06	0.482953	0.436425	0.0465084	2.05438e-05	6.16854e-06	2.74386e-05	
91	0.103586	0.101661	0.00192424	3.80932e-07	0.460768	0.452207	0.00855934	1.69444e-06	5.42746e-07	2.41422e-06	
92	0.0850591	0.0832808	0.0017783	0	0.378356	0.370446	0.00791017	0	0	0	
93	0.0938181	0.089647	0.00416657	4.53636e-06	0.417317	0.398764	0.0185335	2.01784e-05	5.86347e-06	2.60816e-05	
94	0.0875522	0.0851768	0.00237547	0	0.389446	0.378879	0.0105664	0	0	0	
95	0.152016	0.130594	0.0214199	2.64667e-06	0.676193	0.580902	0.0952794	1.17728e-05	2.87096e-06	1.27704e-05	
96	0.199076	0.158499	0.0404934	8.38883e-05	0.885524	0.70503	0.180121	0.000373148	9.50186e-05	0.000422657	
97	0.114624	0.0940764	0.0205393	8.862e-06	0.509868	0.418466	0.0913622	3.94195e-05	1.21885e-05	5.42164e-05	
98	0.103928	0.0890179	0.0148908	2.00611e-05	0.462291	0.395965	0.0662369	8.92351e-05	2.16774e-05	9.64246e-05	
99	0.104702	0.0998045	0.00489674	9.69016e-07	0.465731	0.443946	0.0217814	4.31033e-06	1.01044e-06	4.4946e-06	
100	0.0948279	0.0917576	0.00306359	6.69666e-06	0.421809	0.408152	0.0136273	2.97878e-05	8.38643e-06	3.73041e-05	
101	0.145375	0.143956	0.00141926	0	0.646652	0.640339	0.0063131	0	0	0	
102	0.148538	0.107006	0.0414999	3.22027e-05	0.660723	0.475982	0.184598	0.000143242	6.39157e-05	0.000284307	
103	0.077096	0.0731468	0.00394917	0	0.342935	0.325368	0.0175665	0	0	0	
104	0.112134	0.0831047	0.0289935	3.6121e-05	0.498791	0.369662	0.128967	0.000160672	4.43409e-05	0.000197235	
105	0.0937859	0.0860151	0.00768672	8.41299e-05	0.417174	0.382608	0.0341917	0.000374222	0.000101704	0.000452397	
106	0.142397	0.111268	0.031121	7.83164e-06	0.633404	0.494938	0.138431	3.48363e-05	1.34793e-05	5.99582e-05	
107	0.206388	0.146343	0.0597493	0.000295383	0.918048	0.65096	0.265774	0.00131391	0.000340705	0.00151551	
108	0.10564	0.0966834	0.0089376	1.91263e-05	0.469904	0.430063	0.0397558	8.50769e-05	2.3381e-05	0.000104002	
109	0.135888	0.107843	0.0278311	0.000214531	0.604454	0.479703	0.123797	0.000954269	0.000276659	0.00123062	
110	0.117717	0.108363	0.00935406	0	0.523626	0.482018	0.0416083	0	0	0	
111	0.102781	0.0960032	0.00677228	6.31885e-06	0.457189	0.427037	0.0301241	2.81072e-05	1.05266e-05	4.68243e-05	
112	0.10247	0.094581	0.00788922	0	0.455803	0.420711	0.0350925	0	0	0	
113	0.095823	0.0915562	0.00426057	6.22565e-06	0.426236	0.407256	0.0189517	2.76926e-05	9.84037e-06	4.37715e-05	
114	0.161139	0.123859	0.0365947	0.000685426	0.716772	0.550944	0.162778	0.00304888	0.000764533	0.00340076	
115	0.116976	0.10656	0.0104045	1.07087e-05	0.520327	0.473999	0.046281	4.76341e-05	1.08563e-05	4.82905e-05	
116	0.119318	0.114089	0.00522493	4.11899e-06	0.530748	0.507489	0.0232413	1.83219e-05	4.58821e-06	2.04091e-05	
117	0.109628	0.0966257	0.0130028	0	0.487645	0.429806	0.0578386	0	0	0	
118	0.102677	0.101366	0.0013108	3.26368e-07	0.456727	0.450895	0.00583068	1.45173e-06	6.94974e-07	3.09135e-06	
119	0.118165	0.113288	0.00487777	0	0.52562	0.503922	0.021697	0	0	0	
120	0.112246	0.0958995	0.0162663	8.05457e-05	0.499289	0.426576	0.072355	0.00035828	0.000111116	0.000494264	
121	0.0896783	0.0841166	0.00556175	0	0.398903	0.374163	0.0247395	0	0	0	
122	0.175722	0.157262	0.0184025	5.74331e-05	0.781642	0.69953	0.0818573	0.000255471	9.0303e-05	0.000401682	
123	0.110629	0.106694	0.00393263	1.53465e-06	0.492095	0.474595	0.0174929	6.82636e-06	2.56398e-06	1.1405e-05	
124	0.149269	0.0960909	0.052448	0.00073079	0.663975	0.427427	0.233297	0.00325067	0.00249429	0.011095	
125	0.107238	0.103113	0.00412462	0	0.477014	0.458667	0.0183469	0	0	0	
126	0.127946	0.104062	0.0236038	0.000280289	0.569126	0.462886	0.104993	0.00124676	0.000381773	0.00169818	
127	0.20185	0.191079	0.0107582	1.27751e-05	0.89786	0.849949	0.0478545	5.6826e-05	1.42355e-05	6.33217e-05	
128	0.128156	0.120319	0.00783648	4.96726e-07	0.57006	0.5352	0.0348578	2.20951e-06	4.7393e-07	2.10811e-06	
129	0.121743	0.117724	0.00401872	0	0.541532	0.523656	0.0178758	0	0	0	
130	0.100103	0.0959752	0.00412284	4.99933e-06	0.445274	0.426912	0.018339	2.22378e-05	5.74027e-06	2.55336e-05	
131	0.129871	0.124285	0.00558489	1.06026e-06	0.577687	0.55284	0.0248424	4.71624e-06	1.30856e-06	5.82069e-06	
132	0.118967	0.0849224	0.0340438	1.63579e-06	0.529188	0.377748	0.151432	7.27628e-06	5.13694e-06	2.28499e-05	
133	0.127341	0.110504	0.0167439	9.39352e-05	0.566436	0.491539	0.0744798	0.000417838	0.000119979	0.000533688	
134	0.0961816	0.0953733	0.000808254	0	0.42783	0.424235	0.00359524	0	0	0	
135	0.0703595	0.0703595	0	0	0.31297	0.31297	0	0	0	0	
136	0.107762	0.103223	0.00453747	1.49055e-06	0.479346	0.459156	0.0201833	6.63021e-06	2.06329e-06	9.17785e-06	
137	0.111166	0.101834	0.0092926	3.91873e-05	0.494484	0.452975	0.0413349	0.000174311	5.2194e-05	0.000232167	
138	0.109705	0.104057	0.00564312	4.18796e-06	0.487985	0.462865	0.0251015	1.86287e-05	4.59206e-06	2.04262e-05	
139	0.108649	0.105914	0.00273341	1.22602e-06	0.483289	0.471125	0.0121586	5.45353e-06	1.4109e-06	6.27592e-06	
140	0.137259	0.120721	0.0164845	5.2798e-05	0.610549	0.536989	0.0733258	0.000234854	6.1678e-05	0.000274353	
141	0.0959567	0.0927688	0.00318674	1.24317e-06	0.42683	0.41265	0.0141751	5.52985e-06	2.22582e-06	9.90081e-06	
142	0.0852746	0.083202	0.00207258	0	0.379315	0.370095	0.00921916	0	0	0	
143	0.155307	0.154374	0.000932606	0	0.690831	0.686683	0.00414837	0	0	0	
144	0.100578	0.0984968	0.00208172	0	0.447389	0.438129	0.00925984	0	0	0	
145	0.0896059	0.0865356	0.00306858	1.6935e-06	0.398581	0.384924	0.0136495	7.53298e-06	2.34995e-06	1.04529e-05	
146	0.0626126	0.0610287	0.00158391	0	0.27851	0.271465	0.00704548	0	0	0	
147	0.074508	0.0725146	0.00199336	0	0.331423	0.322556	0.00886681	0	0	0	
148	0.111283	0.107552	0.00373182	0	0.495008	0.478408	0.0165997	0	0	0	
149	0.114402	0.0996753	0.0147071	1.96221e-05	0.508878	0.443371	0.0654195	8.72825e-05	2.32087e-05	0.000103236	
150	0.0916288	0.0824103	0.00921526	3.22747e-06	0.407579	0.366574	0.0409909	1.43562e-05	3.20421e-06	1.42528e-05	
151	0.130299	0.12416	0.00611801	2.16265e-05	0.579594	0.552284	0.0272138	9.61982e-05	2.70085e-05	0.000120138	
152	0.0908283	0.0845758	0.00625232	2.37087e-07	0.404018	0.376206	0.0278113	1.0546e-06	2.56837e-07	1.14245e-06	
153	0.139147	0.135322	0.00382497	0	0.618949	0.601934	0.017014	0	0	0	
154	0.101304	0.0975057	0.00379886	3.1293e-07	0.450619	0.43372	0.0168979	1.39196e-06	3.52163e-07	1.56647e-06	
155	0.107803	0.0916604	0.0161306	1.24533e-05	0.479526	0.407719	0.0717516	5.53943e-05	1.52264e-05	6.77296e-05	
156	0.104104	0.0945648	0.0095315	8.49437e-06	0.463074	0.420639	0.0423976	3.77842e-05	1.19565e-05	5.31845e-05	
157	0.0886655	0.0881826	0.00048294	0	0.394398	0.39225	0.00214819	0	0	0	
158	0.110541	0.103312	0.00721267	1.65082e-05	0.491705	0.459549	0.0320831	7.34314e-05	1.75075e-05	7.78763e-05	
159	0.105951	0.0990921	0.00685792	1.22396e-06	0.471287	0.440777	0.0305051	5.4444e-06	3.2936e-06	1.46504e-05	
160	0.168418	0.155548	0.0128694	0	0.74915	0.691905	0.0572454	0	0	0	
161	0.214227	0.173687	0.0405214	1.83853e-05	0.952917	0.77259	0.180245	8.17807e-05	3.22832e-05	0.0001436	
162	0.118045	0.0941439	0.0238343	6.75776e-05	0.525086	0.418767	0.106018	0.000300595	7.54316e-05	0.000335531	
163	0.0887217	0.0784741	0.010138	0.000109586	0.394648	0.349065	0.0450955	0.000487457	0.000109563	0.000487356	
164	0.125774	0.0896675	0.0361064	0	0.559462	0.398855	0.160607	0	0	0	
165	0.151596	0.115151	0.0360551	0.000389959	0.674326	0.512213	0.160379	0.00173459	0.000502365	0.00223459	
