Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.176381	0.167158	0.0092023	2.08547e-05	0.777274	0.736629	0.0405524	9.1902e-05	2.0834e-05	9.1811e-05	
2	0.0920846	0.0841462	0.00793834	0	0.405796	0.370813	0.0349825	0	0	0	
3	0.0936446	0.0824347	0.0111928	1.69889e-05	0.41267	0.363271	0.0493243	7.48664e-05	2.91287e-05	0.000128363	
4	0.0578697	0.0578697	0	0	0.255019	0.255019	0	0	0	0	
5	0.107251	0.107083	0.000167264	0	0.472631	0.471894	0.000737097	0	0	0	
6	0.0911073	0.0901956	0.000911786	0	0.40149	0.397471	0.00401803	0	0	0	
7	0.0876798	0.0868713	0.000808514	0	0.386385	0.382822	0.00356294	0	0	0	
8	0.12006	0.103816	0.0162445	0	0.52908	0.457494	0.0715861	0	0	0	
9	0.0874246	0.0873039	0.000120683	0	0.38526	0.384729	0.000531824	0	0	0	
10	0.0598529	0.0598097	4.32573e-05	0	0.263758	0.263568	0.000190625	0	0	0	
11	0.0853673	0.0798317	0.00553566	0	0.376195	0.3518	0.0243944	0	0	0	
12	0.0960142	0.095338	0.00067618	2.62915e-08	0.423113	0.420133	0.00297977	1.1586e-07	5.31772e-09	2.3434e-08	
13	0.104016	0.104016	0	0	0.458377	0.458377	0	0	0	0	
14	0.0842416	0.0842416	0	0	0.371234	0.371234	0	0	0	0	
15	0.0947795	0.093653	0.00112654	0	0.417672	0.412708	0.00496443	0	0	0	
16	0.0740218	0.0740218	0	0	0.326197	0.326197	0	0	0	0	
17	0.0869725	0.0853443	0.00162822	0	0.383268	0.376093	0.00717523	0	0	0	
18	0.0734396	0.072881	0.000558647	0	0.323632	0.32117	0.00246183	0	0	0	
19	0.0871545	0.0851555	0.00199456	4.43956e-06	0.38407	0.375261	0.0087896	1.95641e-05	4.41865e-06	1.9472e-05	
20	0.0597198	0.0597198	0	0	0.263171	0.263171	0	0	0	0	
21	0.0841624	0.0825778	0.00158451	0	0.370884	0.363902	0.0069826	0	0	0	
22	0.0893871	0.0884573	0.000929807	0	0.393909	0.389811	0.00409745	0	0	0	
23	0.0967602	0.0959254	0.000833859	9.59755e-07	0.4264	0.422722	0.00367463	4.22943e-06	9.38837e-07	4.13724e-06	
24	0.0666284	0.0657512	0.000877212	0	0.293616	0.289751	0.00386567	0	0	0	
25	0.121576	0.116704	0.00487153	0	0.535759	0.514291	0.0214677	0	0	0	
26	0.0860681	0.0851383	0.000929807	0	0.379283	0.375185	0.00409745	0	0	0	
27	0.0787294	0.0770089	0.00172046	0	0.346942	0.339361	0.00758168	0	0	0	
28	0.0627452	0.0627452	0	0	0.276504	0.276504	0	0	0	0	
29	0.102622	0.102303	0.000318718	0	0.452234	0.450829	0.00140452	0	0	0	
30	0.165195	0.150357	0.014813	2.47081e-05	0.727978	0.662592	0.0652779	0.000108883	2.46875e-05	0.000108792	
31	0.140142	0.139824	0.000318718	0	0.617578	0.616173	0.00140452	0	0	0	
32	0.145163	0.140292	0.00487153	0	0.639704	0.618236	0.0214677	0	0	0	
33	0.0775313	0.0774282	0.000103114	0	0.341663	0.341209	0.000454401	0	0	0	
34	0.101467	0.0981447	0.00332267	0	0.447144	0.432502	0.0146422	0	0	0	
35	0.0635319	0.0615862	0.00194571	0	0.279971	0.271396	0.00857432	0	0	0	
36	0.0819881	0.0819881	0	0	0.361303	0.361303	0	0	0	0	
37	0.180209	0.0959542	0.0839057	0.000349161	0.794141	0.422848	0.369754	0.00153867	0.00608719	0.0268249	
38	0.0800517	0.0792173	0.000834432	0	0.35277	0.349093	0.00367715	0	0	0	
39	0.0875838	0.0847587	0.00281396	1.1073e-05	0.385962	0.373513	0.0124005	4.87965e-05	1.1052e-05	4.8704e-05	
40	0.101984	0.101984	0	0	0.449424	0.449424	0	0	0	0	
41	0.0977549	0.0969082	0.000845625	1.07192e-06	0.430784	0.427053	0.00372648	4.72372e-06	1.05099e-06	4.63151e-06	
42	0.0747334	0.0746925	4.08204e-05	0	0.329333	0.329153	0.000179886	0	0	0	
43	0.0618456	0.0558968	0.00594874	0	0.272539	0.246325	0.0262147	0	0	0	
44	0.0655285	0.0652614	0.000267095	0	0.288769	0.287592	0.00117702	0	0	0	
45	0.0580928	0.0526723	0.00542041	0	0.256002	0.232115	0.0238865	0	0	0	
46	0.09081	0.0859945	0.00481545	0	0.400179	0.378958	0.0212206	0	0	0	
