Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.1732	0.165787	0.00740707	5.32311e-06	0.769564	0.736629	0.0329112	2.36517e-05	5.30554e-06	2.35736e-05	
2	0.0920053	0.0834562	0.00854005	9.05765e-06	0.408799	0.370813	0.0379452	4.02451e-05	9.04014e-06	4.01672e-05	
3	0.0955883	0.0817587	0.0138109	1.85437e-05	0.424719	0.363271	0.0613651	8.23939e-05	4.40007e-05	0.000195504	
4	0.0573952	0.0573952	0	0	0.255019	0.255019	0	0	0	0	
5	0.110951	0.106205	0.00474597	6.39092e-08	0.492982	0.471894	0.0210873	2.83962e-07	1.17754e-07	5.23209e-07	
6	0.0909074	0.0894559	0.00145099	5.5378e-07	0.403921	0.397471	0.00644709	2.46056e-06	5.36205e-07	2.38247e-06	
7	0.0865949	0.0861589	0.000435431	5.29024e-07	0.384759	0.382822	0.00193471	2.35057e-06	5.11445e-07	2.27246e-06	
8	0.122338	0.102964	0.0193221	5.12912e-05	0.543574	0.457494	0.0858523	0.000227898	5.12744e-05	0.000227823	
9	0.0883084	0.086588	0.00171689	3.55943e-06	0.392373	0.384729	0.00762852	1.58153e-05	3.54186e-06	1.57372e-05	
10	0.0599397	0.0593192	0.000620474	0	0.266325	0.263568	0.0027569	0	0	0	
11	0.0860766	0.079177	0.00689955	0	0.382456	0.3518	0.0306561	0	0	0	
12	0.0957959	0.0945562	0.0012372	2.48893e-06	0.425641	0.420133	0.00549715	1.10588e-05	2.66715e-06	1.18507e-05	
13	0.103163	0.103163	0	0	0.458377	0.458377	0	0	0	0	
14	0.0837569	0.0835508	0.000206055	0	0.372149	0.371234	0.00091555	0	0	0	
15	0.0943624	0.092885	0.00147714	2.67572e-07	0.419272	0.412708	0.00656328	1.18888e-06	2.49997e-07	1.11079e-06	
16	0.0734147	0.0734147	0	0	0.326197	0.326197	0	0	0	0	
17	0.087549	0.0846444	0.00290408	5.3985e-07	0.388999	0.376093	0.0129034	2.39867e-06	2.32975e-06	1.03516e-05	
18	0.0726791	0.0722833	0.000395793	0	0.322929	0.32117	0.00175859	0	0	0	
19	0.0876798	0.0844572	0.00322136	1.27264e-06	0.38958	0.375261	0.0143131	5.65461e-06	1.50206e-06	6.67398e-06	
20	0.0593165	0.05923	8.64749e-05	0	0.263556	0.263171	0.000384226	0	0	0	
21	0.0851135	0.0819007	0.00320729	5.60423e-06	0.378177	0.363902	0.0142507	2.49008e-05	5.59938e-06	2.48792e-05	
22	0.0894904	0.0877319	0.00175784	6.76054e-07	0.397625	0.389811	0.00781047	3.00385e-06	6.58386e-07	2.92535e-06	
23	0.0981484	0.0951388	0.00300542	4.20216e-06	0.436094	0.422722	0.0133537	1.86711e-05	4.75362e-06	2.11213e-05	
24	0.0670073	0.065212	0.0017953	0	0.297727	0.289751	0.00797693	0	0	0	
25	0.123713	0.115747	0.00795767	8.30818e-06	0.549686	0.514291	0.0353576	3.6915e-05	8.29061e-06	3.68369e-05	
26	0.0853953	0.0844401	0.000955177	0	0.379429	0.375185	0.00424405	0	0	0	
27	0.0831448	0.0763774	0.00671876	4.86785e-05	0.36943	0.339361	0.0298529	0.000216289	7.59774e-05	0.000337583	
