Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.172065	0.16598	0.00608534	0	0.763637	0.736629	0.0270071	0	0	0	
2	0.0883818	0.0835531	0.00482871	0	0.392244	0.370813	0.0214301	0	0	0	
3	0.0934986	0.0818537	0.0116449	0	0.414952	0.363271	0.0516808	0	0	0	
4	0.0574618	0.0574618	0	0	0.255019	0.255019	0	0	0	0	
5	0.116372	0.106329	0.010035	8.82458e-06	0.51647	0.471894	0.0445363	3.9164e-05	1.06219e-05	4.71408e-05	
6	0.0915222	0.0895598	0.00195858	3.86595e-06	0.406181	0.397471	0.00869233	1.71573e-05	3.85719e-06	1.71184e-05	
7	0.0873172	0.086259	0.00105827	0	0.387519	0.382822	0.00469669	0	0	0	
8	0.122876	0.103084	0.0197921	0	0.545333	0.457494	0.0878387	0	0	0	
9	0.0905907	0.0866885	0.00390225	0	0.402047	0.384729	0.0173184	0	0	0	
10	0.0600624	0.0593881	0.00067428	0	0.26656	0.263568	0.00299249	0	0	0	
11	0.0843839	0.0792689	0.0051149	0	0.3745	0.3518	0.0227002	0	0	0	
12	0.0983486	0.094666	0.00367446	8.11941e-06	0.436477	0.420133	0.0163074	3.60344e-05	8.19192e-06	3.63562e-05	
13	0.103283	0.103283	0	0	0.458377	0.458377	0	0	0	0	
14	0.0836516	0.0836478	3.84311e-06	0	0.371251	0.371234	1.70559e-05	0	0	0	
15	0.0949039	0.0929928	0.00191109	0	0.421189	0.412708	0.00848154	0	0	0	
16	0.0735	0.0735	0	0	0.326197	0.326197	0	0	0	0	
17	0.0879621	0.0847427	0.00321744	2.00989e-06	0.390381	0.376093	0.0142791	8.92005e-06	2.0012e-06	8.88147e-06	
18	0.072676	0.0723672	0.000308789	0	0.32254	0.32117	0.00137042	0	0	0	
19	0.0880383	0.0845553	0.00348304	0	0.390719	0.375261	0.0154579	0	0	0	
20	0.0593705	0.0592988	7.16487e-05	0	0.263489	0.263171	0.000317981	0	0	0	
21	0.0838695	0.0819958	0.00187369	0	0.372217	0.363902	0.00831559	0	0	0	
22	0.0891743	0.0878338	0.00133886	1.61092e-06	0.39576	0.389811	0.00594196	7.14939e-06	2.87514e-06	1.276e-05	
23	0.0974254	0.0952492	0.00217282	3.34953e-06	0.43238	0.422722	0.00964311	1.48654e-05	3.34085e-06	1.48269e-05	
24	0.0663761	0.0652877	0.0010884	0	0.294581	0.289751	0.00483041	0	0	0	
25	0.125908	0.115882	0.00985708	0.00016947	0.55879	0.514291	0.0437463	0.000752119	0.000169917	0.000754105	
26	0.0853874	0.0845382	0.000848151	1.05978e-06	0.378954	0.375185	0.00376414	4.70338e-06	1.05111e-06	4.66491e-06	
27	0.0850312	0.0764661	0.00838255	0.000182593	0.377373	0.339361	0.0372022	0.00081036	0.00018261	0.000810434	
28	0.0644293	0.0623029	0.00212647	0	0.285941	0.276504	0.0094374	0	0	0	
29	0.107651	0.101582	0.00606809	5.83615e-07	0.477763	0.450829	0.0269305	2.59012e-06	5.74795e-07	2.55097e-06	
30	0.170598	0.149297	0.0212094	9.16313e-05	0.757127	0.662592	0.0941287	0.000406665	9.67743e-05	0.00042949	
31	0.144578	0.138838	0.00573847	1.53948e-06	0.641648	0.616173	0.0254677	6.83234e-06	1.53071e-06	6.79342e-06	
32	0.145801	0.139303	0.0064985	6.18015e-08	0.647077	0.618236	0.0288407	2.74278e-07	6.94438e-07	3.08196e-06	
33	0.0789897	0.0768824	0.00210727	0	0.350561	0.341209	0.0093522	0	0	0	
34	0.104234	0.0974529	0.00678106	0	0.462596	0.432502	0.0300947	0	0	0	
35	0.0755433	0.0611521	0.0143597	3.15068e-05	0.335266	0.271396	0.0637295	0.000139829	4.43221e-05	0.000196704	
36	0.0834438	0.0814102	0.00203358	0	0.370328	0.361303	0.00902517	0	0	0	
37	0.168306	0.0952778	0.0701893	0.00283956	0.746955	0.422848	0.311504	0.0126021	0.00497056	0.0220596	
38	0.0800198	0.0786589	0.0013609	0	0.355132	0.349093	0.00603976	0	0	0	
39	0.091907	0.0841613	0.00768409	6.15812e-05	0.407888	0.373513	0.0341024	0.000273301	6.36962e-05	0.000282688	
40	0.101658	0.101265	0.000392343	0	0.451165	0.449424	0.00174124	0	0	0	
41	0.0988971	0.0962251	0.0026712	7.92878e-07	0.438911	0.427053	0.0118549	3.51884e-06	6.22772e-06	2.7639e-05	
42	0.0770409	0.074166	0.00287482	0	0.341912	0.329153	0.0127586	0	0	0	
43	0.059884	0.0555028	0.0043812	0	0.265769	0.246325	0.019444	0	0	0	
44	0.0650171	0.0648014	0.000215721	0	0.28855	0.287592	0.000957383	0	0	0	
45	0.0555884	0.0523011	0.00328166	5.65713e-06	0.246704	0.232115	0.0145642	2.51066e-05	7.80527e-06	3.46403e-05	
46	0.0934304	0.0853883	0.00804207	1.69116e-08	0.41465	0.378958	0.0356912	7.5055e-08	3.26005e-08	1.44683e-07	
47	0.136819	0.135264	0.00155487	0	0.607212	0.600312	0.00690063	0	0	0	
48	0.107668	0.0852921	0.022374	2.26262e-06	0.477838	0.378531	0.0992972	1.00416e-05	1.46886e-05	6.5189e-05	
49	0.167523	0.158858	0.00865793	7.01795e-06	0.74348	0.705025	0.0384244	3.11461e-05	8.7221e-06	3.87092e-05	
50	0.100625	0.0955647	0.00506087	2.74318e-07	0.446583	0.424122	0.0224604	1.21744e-06	1.00968e-06	4.48106e-06	
51	0.0851008	0.0849337	0.000167158	0	0.377682	0.376941	0.00074186	0	0	0	
52	0.0773207	0.0764753	0.000845342	0	0.343154	0.339402	0.00375168	0	0	0	
53	0.097037	0.0952651	0.00176668	5.22926e-06	0.430656	0.422792	0.00784063	2.32078e-05	5.22937e-06	2.32082e-05	
54	0.0940191	0.0910428	0.00297623	0	0.417262	0.404053	0.0132087	0	0	0	
55	0.101016	0.0930588	0.00795801	0	0.448319	0.413	0.0353181	0	0	0	
56	0.120359	0.112409	0.00794332	6.86427e-06	0.534162	0.498879	0.0352529	3.0464e-05	8.00229e-06	3.55146e-05	
57	0.101702	0.101105	0.00059652	0	0.45136	0.448712	0.00264739	0	0	0	
58	0.120918	0.0916491	0.0291922	7.75081e-05	0.536645	0.406744	0.129557	0.000343986	9.7581e-05	0.00043307	
59	0.16953	0.112456	0.0570736	1.69148e-07	0.752384	0.499087	0.253296	7.5069e-07	2.54736e-07	1.13053e-06	
60	0.0780062	0.0738714	0.00412197	1.28191e-05	0.346196	0.327845	0.0182935	5.68921e-05	1.35371e-05	6.00786e-05	
61	0.0890164	0.0874579	0.00155846	0	0.39506	0.388143	0.00691658	0	0	0	
