Resolution,InterConn_percent
1.025e-06,0.4802352106106662
1.05e-06,0.48108582166766845
1.075e-06,0.38669867720309553
1.025e-05,1.661965645955484
1.05e-05,1.5017161557656322
1.075e-05,1.758395278503352
0.0001025,4.592321635632903
0.000105,4.363398681963147
0.0001075,4.589435699402405
0.001025,12.916132837072631
0.00105,13.550017472606918
0.001075,13.206186936103068
