Resolution,InterConn_percent
1.125e-06,0.4254918873161811
1.15e-06,0.5170498855323488
1.175e-06,0.528159729512924
1.125e-05,1.8257614489698304
1.15e-05,1.6414565363274083
1.175e-05,1.8394163723373012
0.0001125,4.742363653945956
0.000115,4.760634021290923
0.0001175,4.725525274580549
0.001125,13.388970690817983
0.00115,13.773217315605546
0.001175,13.712885578147871
