Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.17523	0.165674	0.00955093	5.13844e-06	0.779118	0.736629	0.0424658	2.28468e-05	5.20526e-06	2.31438e-05	
2	0.0927349	0.0833992	0.00929549	4.02569e-05	0.412322	0.370813	0.04133	0.000178992	5.49776e-05	0.000244444	
3	0.093836	0.0817029	0.012116	1.70549e-05	0.417218	0.363271	0.0538709	7.58304e-05	2.46318e-05	0.000109519	
4	0.0573559	0.0573559	0	0	0.255019	0.255019	0	0	0	0	
5	0.110288	0.106133	0.00415554	8.95512e-08	0.490371	0.471894	0.0184765	3.98167e-07	8.03336e-08	3.57183e-07	
6	0.0940977	0.0893948	0.00467876	2.41645e-05	0.418382	0.397471	0.0208029	0.000107441	2.68659e-05	0.000119452	
7	0.0875598	0.0861001	0.00145971	0	0.389312	0.382822	0.00649026	0	0	0	
8	0.120018	0.102894	0.0171234	2.31422e-07	0.53363	0.457494	0.0761349	1.02896e-06	2.75763e-07	1.22611e-06	
9	0.0874502	0.0865288	0.00091996	1.45976e-06	0.388825	0.384729	0.00409037	6.49048e-06	1.44472e-06	6.42363e-06	
10	0.0594615	0.0592787	0.000182771	0	0.26438	0.263568	0.000812648	0	0	0	
11	0.0846586	0.0791229	0.00553566	0	0.376413	0.3518	0.0246129	0	0	0	
12	0.0959713	0.0944916	0.00147881	8.82755e-07	0.426712	0.420133	0.00657519	3.92495e-06	1.91651e-06	8.52132e-06	
13	0.103092	0.103092	0	0	0.458377	0.458377	0	0	0	0	
14	0.0837748	0.0834937	0.000281075	0	0.372484	0.371234	0.00124973	0	0	0	
15	0.0963885	0.0928215	0.00356696	0	0.428567	0.412708	0.0158596	0	0	0	
16	0.0733646	0.0733646	0	0	0.326197	0.326197	0	0	0	0	
17	0.0866456	0.0845866	0.00205777	1.2025e-06	0.385248	0.376093	0.00914939	5.34663e-06	1.1874e-06	5.27951e-06	
18	0.0732231	0.0722339	0.000989154	0	0.325568	0.32117	0.00439802	0	0	0	
19	0.0877101	0.0843995	0.00330278	7.80618e-06	0.389981	0.375261	0.014685	3.47082e-05	8.07729e-06	3.59136e-05	
20	0.0591896	0.0591896	0	0	0.263171	0.263171	0	0	0	0	
21	0.0844879	0.0818447	0.00264098	2.24612e-06	0.375654	0.363902	0.0117424	9.98681e-06	2.23109e-06	9.91999e-06	
22	0.0899959	0.087672	0.00232055	3.32855e-06	0.400144	0.389811	0.0103177	1.47995e-05	3.85226e-06	1.71281e-05	
23	0.0983712	0.0950738	0.00329433	3.13662e-06	0.437383	0.422722	0.0146474	1.39462e-05	3.32035e-06	1.47631e-05	
24	0.0660391	0.0651674	0.000871655	0	0.293626	0.289751	0.00387559	0	0	0	
25	0.121415	0.115668	0.00574357	3.56998e-06	0.539845	0.514291	0.0255373	1.5873e-05	3.8381e-06	1.70651e-05	
26	0.0858674	0.0843825	0.0014849	0	0.381788	0.375185	0.00660228	0	0	0	
27	0.0790354	0.0763252	0.00271016	0	0.351411	0.339361	0.01205	0	0	0	
28	0.0621881	0.0621881	0	0	0.276504	0.276504	0	0	0	0	
29	0.103757	0.101395	0.00236212	0	0.461332	0.450829	0.0105026	0	0	0	
30	0.164649	0.149022	0.0155778	4.93914e-05	0.732074	0.662592	0.0692628	0.000219606	5.16039e-05	0.000229444	
31	0.140785	0.138582	0.00220088	2.0315e-06	0.625968	0.616173	0.0097857	9.0326e-06	2.01647e-06	8.96576e-06	
32	0.144894	0.139046	0.00584424	3.92591e-06	0.644239	0.618236	0.0259849	1.74555e-05	4.22665e-06	1.87927e-05	
33	0.0777085	0.0767408	0.000967685	4.4862e-08	0.345511	0.341209	0.00430257	1.99467e-07	8.65096e-07	3.84643e-06	
34	0.101185	0.0972734	0.00391254	0	0.449898	0.432502	0.0173961	0	0	0	
35	0.0636833	0.0610394	0.0026416	2.32116e-06	0.283152	0.271396	0.0117452	1.03205e-05	2.31733e-06	1.03034e-05	
36	0.0815563	0.0812602	0.000296074	0	0.36262	0.361303	0.00131642	0	0	0	
37	0.179083	0.0951023	0.0835902	0.000390664	0.796249	0.422848	0.371663	0.00173699	0.00607962	0.0270315	
38	0.0800869	0.078514	0.00157284	0	0.356086	0.349093	0.00699326	0	0	0	
39	0.0889979	0.0840063	0.00496715	2.44835e-05	0.395707	0.373513	0.0220852	0.000108859	2.4865e-05	0.000110556	
40	0.103655	0.101079	0.00257577	4.82261e-07	0.460878	0.449424	0.0114525	2.14425e-06	5.0452e-07	2.24322e-06	
41	0.0983328	0.0960478	0.00228497	0	0.437212	0.427053	0.0101595	0	0	0	
42	0.0748708	0.0740294	0.000841395	0	0.332894	0.329153	0.00374105	0	0	0	
43	0.0618065	0.0554006	0.0064057	2.82759e-07	0.274807	0.246325	0.0284813	1.25721e-06	1.60568e-06	7.13928e-06	
44	0.0651681	0.064682	0.000486084	0	0.289753	0.287592	0.00216125	0	0	0	
45	0.0575921	0.0522047	0.00538741	0	0.256069	0.232115	0.0239538	0	0	0	
46	0.0919801	0.085231	0.00674152	7.54027e-06	0.408966	0.378958	0.0299745	3.35259e-05	1.33461e-05	5.93401e-05	
47	0.136141	0.135015	0.00112598	0	0.605318	0.600312	0.0050064	0	0	0	
48	0.107331	0.085135	0.0220912	0.000104826	0.47722	0.378531	0.0982232	0.000466085	0.000136101	0.00060514	
49	0.165934	0.158566	0.0073632	4.99901e-06	0.737785	0.705025	0.0327386	2.22268e-05	4.98411e-06	2.21606e-05	
50	0.0993351	0.0953886	0.00394078	5.67367e-06	0.441668	0.424122	0.0175217	2.52265e-05	6.50934e-06	2.89421e-05	
51	0.0847772	0.0847772	0	0	0.376941	0.376941	0	0	0	0	
52	0.0790473	0.0763345	0.00271181	1.04088e-06	0.351464	0.339402	0.0120574	4.62802e-06	1.53189e-06	6.81119e-06	
53	0.097495	0.0950896	0.00240543	0	0.433487	0.422792	0.0106951	0	0	0	
54	0.0924443	0.0908751	0.00156825	8.8004e-07	0.41103	0.404053	0.00697285	3.91287e-06	8.67927e-07	3.85902e-06	
55	0.0996554	0.0928874	0.00675661	1.14263e-05	0.443093	0.413	0.0300416	5.08043e-05	1.23703e-05	5.50019e-05	
56	0.118745	0.112202	0.00654299	1.34147e-07	0.527971	0.498879	0.0290918	5.96453e-07	1.36539e-06	6.07088e-06	
57	0.101509	0.100919	0.000590377	0	0.451337	0.448712	0.00262496	0	0	0	
58	0.121667	0.0914803	0.0301325	5.4807e-05	0.540964	0.406744	0.133976	0.000243686	0.000105855	0.000470659	
59	0.184067	0.112249	0.0717458	7.22387e-05	0.818409	0.499087	0.319	0.000321191	8.99093e-05	0.000399759	
60	0.0749794	0.0737353	0.00124411	0	0.333377	0.327845	0.00553165	0	0	0	
61	0.0880591	0.0872968	0.000762229	0	0.391532	0.388143	0.00338906	0	0	0	
62	0.100907	0.0935901	0.00730553	1.20939e-05	0.448661	0.416125	0.0324822	5.37728e-05	1.49159e-05	6.632e-05	
63	0.122448	0.0940757	0.0282619	0.000110894	0.544437	0.418284	0.125659	0.000493065	0.000153315	0.000681677	
64	0.0984063	0.0969863	0.00141969	3.30905e-07	0.437539	0.431225	0.00631231	1.47128e-06	3.15848e-07	1.40434e-06	
65	0.108222	0.102746	0.00546901	6.45603e-06	0.481183	0.456837	0.0243166	2.87051e-05	6.47478e-06	2.87885e-05	
66	0.112494	0.101096	0.0113912	6.24876e-06	0.500177	0.449501	0.0506485	2.77835e-05	6.35176e-06	2.82415e-05	
67	0.17699	0.137566	0.0394049	1.92345e-05	0.786944	0.611654	0.175204	8.55215e-05	3.29242e-05	0.000146389	
68	0.0952607	0.0799969	0.0152634	3.74409e-07	0.423552	0.355686	0.0678649	1.66471e-06	1.1466e-06	5.0981e-06	
69	0.117215	0.113939	0.00326706	9.225e-06	0.52117	0.506603	0.0145261	4.10166e-05	1.26965e-05	5.64518e-05	
70	0.0780058	0.0764724	0.00152715	6.25471e-06	0.346833	0.340015	0.00679012	2.781e-05	6.29756e-06	2.80005e-05	
71	0.0619309	0.0442566	0.0176743	0	0.27536	0.196775	0.0785847	0	0	0	
72	0.175798	0.129676	0.0460256	9.6089e-05	0.781644	0.576575	0.204641	0.000427236	0.0001331	0.000591796	
73	0.0791785	0.0597516	0.0194268	0	0.352047	0.265671	0.0863767	0	0	0	
74	0.12449	0.10615	0.0182372	0.000101924	0.553513	0.471973	0.0810874	0.000453183	0.00011927	0.000530305	
75	0.179634	0.143025	0.0362396	0.000369401	0.7987	0.635927	0.16113	0.00164245	0.000497208	0.00221071	
76	0.1501	0.140476	0.00954197	8.2513e-05	0.667385	0.624593	0.042426	0.000366873	8.60785e-05	0.000382726	
77	0.0890755	0.0890755	0	0	0.396052	0.396052	0	0	0	0	
78	0.135562	0.0981233	0.0373996	3.92049e-05	0.602743	0.436281	0.166288	0.000174314	4.94821e-05	0.00022001	
79	0.157226	0.136197	0.020868	0.000160726	0.699067	0.605568	0.0927845	0.000714629	0.000255662	0.00113673	
80	0.135752	0.124384	0.0113607	7.26179e-06	0.603589	0.553044	0.0505125	3.22877e-05	9.89334e-06	4.39883e-05	
81	0.108921	0.105558	0.00336307	0	0.48429	0.469337	0.014953	0	0	0	
82	0.240388	0.160106	0.0791026	0.00117851	1.06882	0.711875	0.35171	0.00523999	0.00162691	0.00723365	
83	0.153777	0.124377	0.0293191	8.11489e-05	0.683733	0.553012	0.13036	0.000360808	9.43756e-05	0.000419617	
84	0.112069	0.0955572	0.0165109	1.55616e-06	0.49829	0.424871	0.0734118	6.91911e-06	2.58284e-06	1.14839e-05	
85	0.141757	0.100446	0.0413114	0	0.63029	0.446609	0.183681	0	0	0	
86	0.16631	0.145254	0.0209307	0.000124573	0.739456	0.645839	0.0930632	0.000553883	0.000150271	0.000668143	
87	0.0800894	0.0770991	0.0029903	0	0.356097	0.342802	0.0132956	0	0	0	
88	0.0822368	0.0810959	0.00114043	4.7295e-07	0.365645	0.360573	0.00507065	2.10285e-06	4.57914e-07	2.036e-06	
89	0.0788692	0.0764518	0.00241005	7.4459e-06	0.350672	0.339923	0.0107156	3.31063e-05	8.47927e-06	3.77009e-05	
90	0.105475	0.0981557	0.00731998	0	0.468971	0.436425	0.0325465	0	0	0	
91	0.103752	0.101705	0.00204717	2.0444e-07	0.46131	0.452207	0.00910223	9.08993e-07	2.54707e-07	1.13249e-06	
92	0.0854565	0.0833165	0.002136	3.96586e-06	0.379961	0.370446	0.00949722	1.76332e-05	4.32427e-06	1.92268e-05	
93	0.0952928	0.0896854	0.00560143	5.96565e-06	0.423695	0.398764	0.0249053	2.65248e-05	7.44556e-06	3.31048e-05	
94	0.0889271	0.0852133	0.00371384	0	0.395392	0.378879	0.0165126	0	0	0	
95	0.150954	0.130649	0.020291	1.39945e-05	0.671183	0.580902	0.0902189	6.22231e-05	3.75934e-05	0.00016715	
96	0.198632	0.158567	0.0399884	7.67756e-05	0.88317	0.70503	0.177798	0.000341363	8.63332e-05	0.000383859	
97	0.108492	0.0941167	0.014338	3.76932e-05	0.482384	0.418466	0.0637506	0.000167593	4.58016e-05	0.000203645	
98	0.108874	0.0890561	0.0198182	0	0.484082	0.395965	0.0881169	0	0	0	
99	0.105931	0.0998473	0.00608368	8.69361e-07	0.470999	0.443946	0.0270495	3.8654e-06	1.49438e-06	6.64439e-06	
100	0.0951792	0.091797	0.00337097	1.13217e-05	0.423191	0.408152	0.0149881	5.03392e-05	1.1749e-05	5.22392e-05	
101	0.145665	0.144017	0.00164821	0	0.647667	0.640339	0.00732839	0	0	0	
102	0.161225	0.107052	0.0541514	2.10945e-05	0.716847	0.475982	0.240771	9.37917e-05	0.000121402	0.000539787	
103	0.0779204	0.0731782	0.00474227	0	0.346454	0.325368	0.0210853	0	0	0	
104	0.107049	0.0831403	0.023879	3.06172e-05	0.475971	0.369662	0.106172	0.000136131	3.27018e-05	0.0001454	
105	0.0936467	0.086052	0.00754581	4.89464e-05	0.416376	0.382608	0.0335505	0.000217628	6.41353e-05	0.000285161	
106	0.144091	0.111315	0.032748	2.76769e-05	0.640667	0.494938	0.145605	0.000123058	3.83059e-05	0.000170317	
107	0.202205	0.146406	0.0556115	0.000187578	0.899057	0.65096	0.247263	0.00083402	0.000229588	0.0010208	
108	0.102653	0.0967248	0.00591031	1.79198e-05	0.456421	0.430063	0.0262787	7.96763e-05	1.90314e-05	8.46184e-05	
109	0.12731	0.107889	0.0193226	9.83659e-05	0.566053	0.479703	0.0859132	0.000437359	0.000127018	0.000564755	
110	0.11734	0.10841	0.00893027	0	0.521724	0.482018	0.0397062	0	0	0	
111	0.101312	0.0960443	0.00526483	3.30106e-06	0.45046	0.427037	0.0234087	1.46773e-05	3.46374e-06	1.54006e-05	
112	0.103518	0.0946216	0.00889553	9.44905e-07	0.460267	0.420711	0.0395517	4.20128e-06	2.42926e-06	1.08011e-05	
113	0.0978247	0.0915955	0.00622918	0	0.434953	0.407256	0.0276965	0	0	0	
114	0.160679	0.123912	0.0361722	0.000594725	0.71442	0.550944	0.160831	0.0026443	0.000778543	0.0034616	
115	0.11547	0.106606	0.00884342	2.04944e-05	0.51341	0.473999	0.03932	9.11233e-05	2.49271e-05	0.000110832	
116	0.120837	0.114138	0.00669595	3.16273e-06	0.537274	0.507489	0.0297718	1.40623e-05	3.52067e-06	1.56538e-05	
117	0.111077	0.0966671	0.0144081	1.88336e-06	0.493876	0.429806	0.0640622	8.37389e-06	2.63909e-06	1.1734e-05	
118	0.104046	0.10141	0.00263622	0	0.462616	0.450895	0.0117213	0	0	0	
119	0.118342	0.113336	0.00500601	0	0.52618	0.503922	0.022258	0	0	0	
120	0.110217	0.0959406	0.0142096	6.70153e-05	0.490053	0.426576	0.0631795	0.000297966	8.23683e-05	0.00036623	
121	0.0892243	0.0841526	0.00507156	1.19391e-07	0.396713	0.374163	0.0225494	5.30845e-07	2.12792e-07	9.4613e-07	
122	0.17635	0.15733	0.0189475	7.30564e-05	0.7841	0.69953	0.0842454	0.000324827	0.000107727	0.000478983	
123	0.110887	0.10674	0.00414566	9.6492e-07	0.493032	0.474595	0.0184326	4.29028e-06	1.57015e-06	6.98128e-06	
124	0.160943	0.0961321	0.062524	0.00228713	0.715593	0.427427	0.277997	0.0101691	0.00559165	0.0248618	
125	0.107149	0.103158	0.003991	0	0.476412	0.458667	0.0177449	0	0	0	
126	0.136692	0.104107	0.0319146	0.00067049	0.607767	0.462886	0.1419	0.00298116	0.000707434	0.00314543	
127	0.201117	0.19116	0.00993539	2.11304e-05	0.894218	0.849949	0.0441752	9.39513e-05	2.14448e-05	9.53491e-05	
128	0.127703	0.120371	0.00733252	0	0.567802	0.5352	0.0326022	0	0	0	
129	0.123973	0.117774	0.00619715	1.09992e-06	0.551215	0.523656	0.0275541	4.89055e-06	2.93582e-06	1.30534e-05	
130	0.0994204	0.0960163	0.00340217	1.92625e-06	0.442048	0.426912	0.0151269	8.5646e-06	2.15582e-06	9.58535e-06	
131	0.132085	0.124338	0.00774514	1.79387e-06	0.587285	0.55284	0.0344368	7.97602e-06	2.79888e-06	1.24445e-05	
132	0.101175	0.0849588	0.0162165	0	0.449851	0.377748	0.0721027	0	0	0	
133	0.146351	0.110551	0.035178	0.000622437	0.650717	0.491539	0.15641	0.00276751	0.000702497	0.00312348	
134	0.0963715	0.0954142	0.000957348	0	0.428492	0.424235	0.00425661	0	0	0	
135	0.0703896	0.0703896	0	0	0.31297	0.31297	0	0	0	0	
136	0.110343	0.103268	0.00705743	1.76638e-05	0.490613	0.459156	0.0313791	7.85379e-05	2.17835e-05	9.6855e-05	
137	0.111789	0.101877	0.00987227	3.95199e-05	0.497045	0.452975	0.0438945	0.000175715	6.55053e-05	0.000291253	
138	0.112851	0.104102	0.00874904	0	0.501765	0.462865	0.0389004	0	0	0	
