Node	dPC	dPCintra	dPCflux	dPCconnector	varPC	varPCintra	varPCflux	varPCconnector	dBC_PC	varBC_PC	
1	0.172809	0.165442	0.00735884	7.99749e-06	0.76943	0.736629	0.032765	3.56086e-05	7.9697e-06	3.54849e-05	
2	0.0905726	0.0832825	0.00729009	0	0.403272	0.370813	0.0324589	0	0	0	
3	0.0914615	0.0815886	0.0098473	2.5635e-05	0.40723	0.363271	0.0438449	0.000114139	2.67215e-05	0.000118977	
4	0.0572757	0.0572757	0	0	0.255019	0.255019	0	0	0	0	
5	0.112595	0.105984	0.0066093	1.05909e-06	0.501327	0.471894	0.0294278	4.71558e-06	2.46185e-06	1.09613e-05	
6	0.0911223	0.0892697	0.00184991	2.68145e-06	0.40572	0.397471	0.00823669	1.19391e-05	2.65374e-06	1.18157e-05	
7	0.0865322	0.0859796	0.000552639	0	0.385283	0.382822	0.00246061	0	0	0	
8	0.12193	0.10275	0.0191802	0	0.542894	0.457494	0.0853996	0	0	0	
9	0.0873216	0.0864078	0.000912403	1.47414e-06	0.388797	0.384729	0.00406246	6.56357e-06	1.44649e-06	6.4405e-06	
10	0.0608782	0.0591958	0.00167196	1.0524e-05	0.271059	0.263568	0.00744438	4.6858e-05	1.09846e-05	4.89088e-05	
11	0.0846977	0.0790122	0.00568548	0	0.377115	0.3518	0.0253145	0	0	0	
12	0.0959198	0.0943594	0.00155722	3.20886e-06	0.427081	0.420133	0.0069335	1.42874e-05	3.30098e-06	1.46975e-05	
13	0.102948	0.102948	0	0	0.458377	0.458377	0	0	0	0	
14	0.083631	0.0833769	0.000254062	0	0.372365	0.371234	0.0011312	0	0	0	
15	0.0943846	0.0926917	0.00169297	0	0.420246	0.412708	0.00753795	0	0	0	
16	0.073262	0.0732619	0	0	0.326197	0.326197	0	0	0	0	
17	0.0868089	0.0844682	0.00233784	2.88195e-06	0.386515	0.376093	0.0104092	1.28318e-05	2.85431e-06	1.27087e-05	
18	0.0733007	0.0721329	0.00116782	0	0.32637	0.32117	0.0051997	0	0	0	
19	0.0873378	0.0842814	0.00305504	1.38634e-06	0.38887	0.375261	0.0136025	6.17265e-06	1.35876e-06	6.04986e-06	
20	0.0591068	0.0591068	0	0	0.263171	0.263171	0	0	0	0	
21	0.0844467	0.0817302	0.00271458	1.93536e-06	0.375997	0.363902	0.0120866	8.61715e-06	1.90789e-06	8.49487e-06	
22	0.0892823	0.0875493	0.00173295	0	0.397527	0.389811	0.00771594	0	0	0	
23	0.0982217	0.0949408	0.00327126	9.6892e-06	0.43733	0.422722	0.0145652	4.3141e-05	9.66286e-06	4.30237e-05	
24	0.065779	0.0650763	0.000702731	0	0.292879	0.289751	0.00312889	0	0	0	
25	0.121163	0.115506	0.00564153	1.47158e-05	0.539476	0.514291	0.0251188	6.5522e-05	1.66907e-05	7.43151e-05	
26	0.0855817	0.0842644	0.00131725	0	0.38105	0.375185	0.00586503	0	0	0	
27	0.0837919	0.0762184	0.00745633	0.000117198	0.373082	0.339361	0.0331991	0.000521822	0.00012002	0.000534389	
28	0.0621011	0.0621011	0	0	0.276504	0.276504	0	0	0	0	
29	0.105439	0.101253	0.00418543	2.39064e-07	0.469466	0.450829	0.0186355	1.06443e-06	2.8039e-07	1.24843e-06	
